castTotalLikes,directorLikes,actor1likes,criticReviews,fbPosters,duration,actor3likes,actor2,userReviews,gross,actor1,title,userVotes,language,country,contentRating,budget,year,actor2Likes,rating,aspectRatio,movieLikes,genre,subgenre
2481,130,691,77,1,103,406,Olivia d'Abo,109,26400000,Mako,Conan the Destroyer ,62009,English,USA,PG,18000000,1984,476,5.8,2.35,2000,Action,Adventure
23008,17000,22000,151,1,121,356,Cathy Moriarty,494,45250,Robert De Niro,Raging Bull ,235133,English,USA,R,18000000,1980,394,8.3,1.85,0,Biography,Drama
4947,7,2000,111,0,109,827,Sasha Alexander,77,22927390,Judy Greer,Love Happens ,25344,English,USA,PG-13,18000000,2009,980,5.6,1.85,0,Drama,Romance
605,272,155,64,1,109,124,Roger Ashton-Griffiths,86,4250320,Nicholas Rowe,Young Sherlock Holmes ,14870,English,USA,PG-13,18000000,1985,144,6.8,1.85,0,Adventure,Fantasy
5734,64,808,134,0,123,637,Kay Panabaker,82,22452209,Kelsey Grammer,Fame ,14062,English,USA,PG,18000000,2009,720,5,2.35,0,Comedy,Drama
11984,0,11000,450,0,94,223,Treat Williams,440,18329466,James Franco,127 Hours ,279179,English,USA,R,18000000,2010,642,7.6,1.85,63000,Adventure,Biography
23283,11000,11000,128,0,94,975,Jon Lovitz,192,17071230,Woody Allen,Small Time Crooks ,31169,English,USA,PG,18000000,2000,11000,6.7,1.85,812,Comedy,Crime
1201,13,757,68,2,115,111,Susan May Pratt,210,17174870,Amanda Schull,Center Stage ,15817,English,USA,PG-13,18000000,2000,220,6.7,2.35,0,Drama,Music
10691,24,10000,97,13,107,85,Alex Borstein,68,26284475,Olivia Wilde,Love the Coopers ,9051,English,USA,PG-13,17000000,2015,566,5.7,2.35,0,Comedy,
18711,38,17000,54,0,91,362,Corbin Bleu,49,16702864,Kristen Stewart,Catch That Kid ,8023,English,USA,PG,18000000,2004,632,5.2,1.85,591,Comedy,Crime
21622,34,16000,99,0,125,1000,Hayden Christensen,359,15561627,Ian Somerhalder,Life as a House ,39105,English,USA,R,18000000,2001,4000,7.5,2.35,0,Drama,
28933,0,14000,412,0,122,816,Michael Fassbender,307,17750583,Kate Winslet,Steve Jobs ,93548,English,UK,R,30000000,2015,13000,7.2,2.35,23000,Biography,Drama
4072,0,946,107,1,102,529,Marie Avgeropoulos,80,14793904,Alan Ruck,"I Love You, Beth Cooper ",28209,English,Canada,PG-13,18000000,2009,800,5.3,1.85,0,Comedy,Romance
16004,44,12000,192,2,90,729,Ari Graynor,105,15281286,Steve Buscemi,Youth in Revolt ,64646,English,USA,R,18000000,2009,904,6.5,1.85,0,Comedy,Drama
927,28,372,25,0,98,102,Richard Farnsworth,41,8000000,Jason Robards,The Legend of the Lone Ranger ,1400,English,USA,PG,18000000,1981,262,5,2.35,346,Action,Adventure
14995,128,11000,104,0,109,1000,Jamie Lee Curtis,213,13491653,Daniel Radcliffe,The Tailor of Panama ,23728,English,USA,R,18000000,2001,2000,6.1,2.35,813,Drama,Thriller
1067,0,517,120,0,107,101,Dennis Franz,149,,Nancy Allen,Blow Out ,27629,English,USA,R,18000000,1981,376,7.4,2.35,2000,Mystery,Thriller
676,31,210,146,1,90,179,Paul Freeman,109,10494494,Rebecca Budig,Getaway ,19586,English,USA,PG-13,18000000,2013,193,4.4,2.35,4000,Action,Crime
1466,0,805,124,0,112,177,Kate Burton,287,7837632,Joan Allen,The Ice Storm ,46396,English,USA,R,18000000,1997,223,7.5,1.85,0,Drama,
1673,0,712,107,2,94,197,Annie Parisse,48,15155772,Yaya DaCosta,And So It Goes ,8895,English,USA,PG-13,18000000,2014,341,5.7,2.35,3000,Comedy,Drama
2368,6,723,11,1,105,371,Shelley Long,35,8508843,Craig T. Nelson,Troop Beverly Hills ,7470,English,USA,PG,18000000,1989,422,5.5,1.37,0,Adventure,Comedy
847,109,405,93,2,104,202,Shaun Evans,112,7739049,Miriam Margolyes,Being Julia ,10680,English,Canada,R,18000000,2004,204,7.1,1.85,562,Comedy,Drama
711,213,567,38,0,112,45,Karen Young,118,6734844,David Margulies,9½ Weeks ,29591,English,USA,R,17000000,1986,67,5.9,1.85,0,Drama,Romance
1263,25,1000,60,0,108,94,Ralph Richardson,102,6000000,Ian McDiarmid,Dragonslayer ,10832,English,USA,PG,18000000,1981,115,6.7,2.35,0,Action,Adventure
1341,97,577,184,2,112,231,Kerry Condon,82,6615578,David Masterson,The Last Station ,15352,English,Germany,R,13000000,2009,416,7,2.35,0,Biography,Drama
56585,13000,40000,148,1,127,940,Bill Murray,420,5887457,Johnny Depp,Ed Wood ,142416,English,USA,R,18000000,1994,13000,7.9,1.85,0,Biography,Comedy
39307,655,24000,217,1,111,405,Kate Winslet,111,13362308,J.K. Simmons,Labor Day ,31898,English,USA,PG-13,18000000,2013,14000,6.9,2.35,0,Drama,
653,44,627,160,0,126,9,Khulan Chuluun,165,5701643,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,37635,Mongolian,Russia,R,20000000,2007,12,7.3,2.35,0,Adventure,Biography
46944,0,27000,209,4,114,1000,Gerard Butler,192,5694401,Tom Hardy,RocknRolla ,194489,English,UK,R,18000000,2008,18000,7.3,2.35,12000,Action,Crime
1356,379,456,40,2,99,251,Michael Beck,54,5333658,Barry Bostwick,Megaforce ,2541,English,USA,PG,20000000,1982,278,3.5,1.85,0,Action,Sci-Fi
1645,0,597,85,0,150,401,Brian Blessed,224,4414535,Julie Christie,Hamlet ,30618,English,UK,PG-13,18000000,1996,591,7.8,2.2,0,Drama,
1598,78,989,83,0,117,238,Suzie Steen,53,4806750,Bruce Greenwood,Mao's Last Dancer ,6091,English,Australia,PG,,2009,258,7.4,1.85,0,Biography,Drama
5671,337,4000,263,0,112,201,Sam Shepard,156,3707794,Kirsten Dunst,Midnight Special ,31359,English,Greece,PG-13,18000000,2016,820,6.7,2.35,0,Adventure,Drama
14843,11000,11000,128,2,108,922,Stockard Channing,155,3203044,Woody Allen,Anything Else ,25165,English,USA,R,18000000,2003,944,6.4,2.35,827,Comedy,Romance
39463,6,25000,186,2,116,212,Colin Firth,119,4435083,Jeremy Irvine,The Railway Man ,27882,English,Australia,R,18000000,2013,14000,7.1,2.35,18000,Biography,Drama
1906,,654,14,1,60,405,Dylan Walsh,44,,Poppy Montgomery,Unforgettable             ,12854,,USA,,,,426,6.7,,0,Drama,Mystery
167,0,63,292,0,144,16,Burghart Klaußner,193,2222647,Ulrich Tukur,The White Ribbon ,52958,German,Germany,R,12000000,2009,43,7.8,1.85,0,Drama,Mystery
1498,662,662,15,0,92,161,Anna Harr,6,,Zack Ward,Restoration ,436,English,USA,,,2016,290,4,,378,Horror,
2319,28,1000,70,2,93,415,Randy Quaid,100,3500000,Clint Howard,The Wraith ,10082,English,USA,R,2700000,1986,695,5.9,1.85,0,Action,Horror
4094,154,1000,79,0,103,576,Meat Loaf,180,676698,Adam Goldberg,The Salton Sea ,26730,English,USA,R,18000000,2002,783,7.2,1.85,2000,Crime,Drama
1083,190,364,103,0,93,151,Mackenzie Gray,56,3419967,James Hetfield,Metallica Through the Never ,13359,English,USA,R,,2013,253,7.2,2.35,19000,Music,
2215,34,663,97,1,98,394,Brad Renfro,93,,Austin Nichols,The Informers ,14324,English,Germany,R,18000000,2008,551,5.1,2.35,1000,Crime,Drama
1032,,897,108,0,334,30,Nora von Waldstätten,36,145118,Edgar Ramírez,Carlos             ,10111,English,France,Not Rated,,,30,7.7,2.35,0,Biography,Crime
198,157,84,59,0,114,32,Simón Andreu,20,,Takuya Kimura,I Come with the Rain ,2541,English,France,Not Rated,18000000,2009,35,5.5,2.35,342,Thriller,
2705,0,854,10,2,121,353,Joaquim de Almeida,42,229311,Tom Berenger,One Man's Hero ,899,English,Spain,R,11350000,1999,578,6.2,2.35,271,Action,Drama
1592,0,1000,184,1,87,83,John Amplas,419,,Greg Nicotero,Day of the Dead ,49669,English,USA,Unrated,3500000,1985,177,7.2,1.85,3000,Horror,
3212,55,1000,23,1,92,757,Rebecca De Mornay,50,,Sam Trammell,I Am Wrath ,4510,English,USA,R,18000000,2016,872,5.2,,0,Action,Crime
1185,2,805,112,0,105,69,Catherine McCormack,90,63260,Romola Garai,Renaissance ,14325,English,France,R,14000000,2006,306,6.7,2.35,0,Action,Animation
4142,78,2000,45,1,90,720,Landon Liboiron,49,,Demi Moore,Forsaken ,4693,English,Canada,R,11000000,2015,1000,6.3,2.35,0,Drama,Western
1243,130,444,59,1,89,183,Brigitte Nielsen,95,,Ernie Reyes Jr.,Red Sonja ,30215,English,Netherlands,PG-13,17900000,1985,312,5,2.35,0,Action,Adventure
25804,89,22000,195,2,114,920,Toby Jones,140,,Robert De Niro,Red Lights ,48162,English,Spain,R,14000000,2012,2000,6.2,2.35,10000,Drama,Horror
17584,99,15000,256,2,119,778,Joe Lo Truglio,555,121463226,Emma Stone,Superbad ,422606,English,USA,R,20000000,2007,833,7.6,1.85,0,Comedy,
3699,0,923,44,0,103,543,Keshia Knight Pulliam,45,90485233,Vanessa Ferlito,Madea Goes to Jail ,9544,English,USA,PG-13,,2009,619,4.1,1.85,804,Comedy,Crime
13545,512,11000,59,2,91,413,Jennifer Hale,34,,Jason Momoa,Wolves ,5693,English,France,R,18000000,2014,918,5.3,2.35,0,Action,Horror
816,209,158,97,2,98,129,Mari Koda,108,58006147,Cassie Ventura,Step Up 2: The Streets ,67653,English,USA,PG-13,23000000,2008,152,6.2,1.85,0,Drama,Music
14385,19,11000,142,1,80,854,Chazz Palminteri,247,51053787,Anne Hathaway,Hoodwinked! ,45900,English,USA,PG,17500000,2005,979,6.5,1.85,0,Action,Animation
4142,83,3000,187,1,121,242,Sophie Okonedo,609,23472900,Don Cheadle,Hotel Rwanda ,264533,English,UK,PG-13,17500000,2004,460,8.1,2.35,12000,Drama,History
2124,87,866,193,1,94,280,Dougray Scott,376,39687528,Henry Ian Cusick,Hitman ,140780,English,France,R,24000000,2007,794,6.3,2.35,0,Action,Crime
1373,148,549,40,5,93,170,Mary J. Blige,17,7017178,Jennifer Hudson,Black Nativity ,1633,English,USA,PG,17500000,2013,269,4.4,2.35,0,Drama,Family
16735,32,13000,46,4,93,1000,50 Cent,101,,Bruce Willis,The Prince ,13133,English,USA,R,18000000,2014,1000,4.6,2.35,0,Action,Thriller
245,0,109,38,0,116,50,Shawn Andrews,67,325491,Kirk Fox,City of Ghosts ,4387,English,USA,R,17500000,2002,67,6,1.85,204,Crime,Drama
956,448,482,239,0,101,83,Elaine Cassidy,1109,96471845,Fionnula Flanagan,The Others ,268581,English,USA,PG-13,17000000,2001,203,7.6,1.85,20000,Fantasy,Horror
4228,0,2000,250,1,154,604,Carrie Henn,1076,85200000,Michael Biehn,Aliens ,488537,English,USA,R,18500000,1986,626,8.4,1.85,18000,Action,Adventure
1164,165,453,82,1,170,244,Rex Harrison,258,72000000,Jeremy Brett,My Fair Lady ,66959,English,USA,Approved,17000000,1964,272,7.9,2.2,0,Drama,Family
50284,13,45000,140,1,99,681,Sarah Michelle Gellar,419,72219395,Muse Watson,I Know What You Did Last Summer ,105585,English,USA,R,17000000,1997,4000,5.6,2.35,0,Horror,Mystery
3627,42,839,129,1,104,613,Damon Wayans Jr.,147,82389560,Rob Riggle,Let's Be Cops ,106820,English,USA,R,17000000,2014,756,6.5,1.85,14000,Comedy,
2170,729,912,285,0,126,284,Patrick Gallagher,835,71502303,Virginia Madsen,Sideways ,149966,English,USA,R,12000000,2004,306,7.5,1.85,0,Adventure,Comedy
35345,422,33000,91,2,110,422,Owain Yeoman,177,19179969,Chris Moss,Beerfest ,54710,English,USA,R,17500000,2006,459,6.3,2.35,0,Comedy,
4400,0,2000,318,0,101,598,Donald Pleasence,1191,47000000,Jamie Lee Curtis,Halloween ,157857,English,USA,R,300000,1978,742,7.9,2.35,12000,Horror,Thriller
6229,611,5000,283,4,80,576,Tony Chiu Wai Leung,841,84961,Jet Li,Hero ,149414,Mandarin,China,PG-13,31000000,2002,643,7.9,2.35,0,Action,Adventure
2164,9,818,52,1,87,503,Molly Shannon,48,37566230,Liam Aiken,Good Boy! ,3407,English,USA,PG,17000000,2003,636,5.1,1.85,309,Comedy,Drama
5306,92,1000,56,5,123,849,Sanaa Lathan,64,70492685,Harold Perrineau,The Best Man Holiday ,11600,English,USA,R,17000000,2013,886,6.7,2.35,7000,Comedy,Drama
19410,248,16000,186,0,109,968,Common,482,35635046,Ryan Reynolds,Smokin' Aces ,121058,English,UK,R,17000000,2006,988,6.7,2.35,3000,Action,Crime
1978,52,723,178,0,90,298,Gina Holden,279,45670855,Costas Mandylor,Saw 3D: The Final Chapter ,67978,English,Canada,R,20000000,2010,346,5.6,1.85,12000,Horror,Mystery
3294,36,1000,140,0,96,486,Vinessa Shaw,207,37939782,Emmanuelle Vaugier,40 Days and 40 Nights ,62272,English,USA,R,17000000,2002,580,5.6,1.85,2000,Comedy,Romance
25549,364,12000,469,0,125,1000,Olivia Wilde,665,172051787,Jeff Bridges,TRON: Legacy ,264186,English,USA,PG,170000000,2010,10000,6.8,2.35,30000,Action,Adventure
9271,12,8000,63,2,82,281,Chris Kattan,239,30324946,Will Ferrell,A Night at the Roxbury ,48458,English,USA,PG-13,17000000,1998,357,6.2,1.85,0,Comedy,Music
17396,33,15000,148,1,86,583,Mary-Kate Olsen,129,27854896,Alex Pettyfer,Beastly ,64190,English,USA,PG-13,17000000,2011,976,5.6,2.35,16000,Drama,Fantasy
4500,192,1000,265,0,108,580,Greg Nicotero,855,41777564,Dan Byrd,The Hills Have Eyes ,129719,English,USA,R,15000000,2006,1000,6.4,2.35,0,Horror,
2713,39,593,75,1,98,428,Jenna Boyd,117,22734486,Kevin Grevioux,Dickie Roberts: Former Child Star ,11815,English,USA,PG-13,17000000,2003,517,5.6,2.35,320,Comedy,
952,51,427,113,0,129,89,Valente Rodriguez,83,44469602,Morgan Saylor,"McFarland, USA ",23480,English,USA,PG,17000000,2015,234,7.4,2.35,21000,Biography,Drama
4797,17,918,62,7,99,826,Loretta Devine,30,24708699,Brandon T. Jackson,Lottery Ticket ,7991,English,USA,PG-13,,2010,912,4.9,2.35,0,Comedy,
1538,49,680,54,0,105,104,Adam Boyer,92,21160089,T.I.,ATL ,8522,English,USA,PG-13,,2006,503,6,2.35,874,Comedy,Crime
12676,36,10000,223,4,112,746,Hana Mae Lee,250,64998368,Anna Kendrick,Pitch Perfect ,213898,English,USA,PG-13,17000000,2012,751,7.2,1.85,36000,Comedy,Music
3344,19,973,50,2,108,505,Brian Dennehy,107,19693891,Marc Blucas,Summer Catch ,12993,English,USA,PG-13,34000000,2001,954,4.9,1.85,476,Comedy,Drama
2365,0,989,125,1,121,244,Bridget Fonda,416,16311763,Gary Cole,A Simple Plan ,50656,English,UK,R,17000000,1998,888,7.5,1.85,0,Crime,Drama
4060,11,1000,81,0,89,973,Ethan Embry,271,12693621,Alexander Gould,They ,10885,English,USA,PG-13,17000000,2002,982,4.8,2.35,814,Horror,Mystery
2135,0,690,37,2,89,323,Larry the Cable Guy,112,15655665,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,English,USA,PG-13,4000000,2006,400,3.1,1.33,110,Comedy,Romance
2020,11,1000,44,0,73,142,Kevin Clash,37,11634458,Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,English,USA,G,17000000,1999,436,5.8,1.85,339,Adventure,Comedy
6317,847,3000,197,1,132,625,Lili Taylor,138,27154426,Don Cheadle,Brooklyn's Finest ,52852,English,USA,R,17000000,2009,960,6.7,2.35,4000,Crime,Drama
1567,117,715,15,3,154,86,David Niven,50,,Ava Gardner,55 Days at Peking ,4550,English,USA,Unrated,9000000,1963,490,6.8,2.2,419,Action,Adventure
673,201,394,543,0,96,58,Elizabeth Blackmore,789,54239856,Lou Taylor Pucci,Evil Dead ,125016,English,USA,R,17000000,2013,150,6.5,2.35,70000,Horror,
2016,80,567,112,1,98,399,Harland Williams,75,8662318,Nia Vardalos,My Life in Ruins ,15033,English,USA,PG-13,17000000,2009,503,5.9,1.85,0,Comedy,Romance
5992,80,2000,153,6,107,841,Dennis Quaid,217,7156725,Judy Greer,American Dreamz ,22639,English,USA,PG-13,19000000,2006,2000,5.5,1.85,300,Comedy,Music
3007,22,1000,94,6,134,488,Margot Kidder,259,15681020,Jim Broadbent,Superman IV: The Quest for Peace ,33570,English,UK,PG,17000000,1987,593,3.6,2.35,1000,Action,Adventure
760,8,328,62,0,94,66,Clé Bennett,18,7070459,DeRay Davis,How She Move ,4600,English,Canada,PG-13,,2007,122,3.3,1.85,238,Drama,
27381,47,23000,157,2,122,834,Chazz Palminteri,419,6855137,Paul Walker,Running Scared ,88590,English,Germany,R,17000000,2006,979,7.4,2.35,0,Action,Crime
1727,9,767,35,3,128,193,Jeremy Northam,64,2694071,Aidan Quinn,Bobby Jones: Stroke of Genius ,3222,English,USA,PG,,2004,327,6.7,2.35,352,Biography,Drama
805,3,400,21,0,97,161,Paul Freeman,28,2315683,Victor Wong,Shanghai Surprise ,4081,English,UK,PG-13,17000000,1986,193,3,1.85,154,Adventure,Crime
4210,168,3000,236,3,110,96,Eddie Marsan,645,39825798,Rufus Sewell,The Illusionist ,295375,English,USA,PG-13,16000000,2006,979,7.6,1.85,15000,Drama,Mystery
1262,4,634,50,0,102,60,Melanie Griffith,27,2000000,Tippi Hedren,Roar ,1275,English,USA,PG,17000000,1981,537,6.4,2.35,0,Adventure,Horror
409,541,214,106,1,98,71,David Murray,113,1569918,Brenda Fricker,Veronica Guerin ,16234,English,Ireland,R,17000000,2003,96,6.9,2.35,0,Biography,Crime
14492,30,14000,106,1,120,55,Brady Corbet,39,106869,Josh Hutcherson,Escobar: Paradise Lost ,13762,English,France,R,17000000,2014,287,6.6,,0,Crime,Drama
2340,219,1000,173,6,160,215,Curtis Armstrong,238,273420,Janeane Garofalo,Southland Tales ,32671,English,France,R,17000000,2006,876,5.5,2.35,0,Comedy,Mystery
1364,0,677,41,0,80,168,Jess Harnell,39,,Rob Paulsen,Dragon Hunters ,10706,French,France,PG,11000000,2008,262,6.6,,0,Adventure,Animation
1769,22,669,41,0,91,255,Jan-Michael Vincent,71,,George Peppard,Damnation Alley ,3701,English,USA,PG,17000000,1977,642,5.2,2.35,903,Sci-Fi,
730,57,465,145,1,83,62,Rick Gomez,108,4930798,Julianna Guill,The Apparition ,16268,English,USA,PG-13,17000000,2012,152,4.1,2.35,0,Horror,Thriller
5433,6,3000,31,1,102,165,Jamie Lee Curtis,115,59847242,Macaulay Culkin,My Girl ,55895,English,USA,PG-13,16500000,1991,2000,6.8,1.85,0,Comedy,Drama
25173,30,21000,105,2,122,260,Ty Burrell,97,220914,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,English,USA,R,16800000,2006,3000,6.5,1.85,0,Biography,Drama
4210,168,3000,236,3,110,96,Eddie Marsan,645,39825798,Rufus Sewell,The Illusionist ,295375,English,USA,PG-13,16000000,2006,979,7.6,1.85,15000,Drama,Mystery
1607,0,826,114,2,126,168,Tamara Tunie,219,43848100,Hal Holbrook,Wall Street ,119150,English,USA,R,15000000,1987,508,7.4,1.85,0,Crime,Drama
41059,0,25000,69,2,136,1000,Kate Winslet,196,42700000,Alan Rickman,Sense and Sensibility ,78392,English,USA,PG,16500000,1995,14000,7.7,1.85,0,Drama,Romance
12554,11,11000,150,1,120,281,Julie Walters,151,18663911,Anne Hathaway,Becoming Jane ,46204,English,UK,PG,16500000,2007,838,7.1,2.35,0,Biography,Drama
2785,18,714,72,2,108,433,Matt Long,50,11702090,Danny Strong,Sydney White ,37700,English,USA,PG-13,16500000,2007,701,6.3,2.35,0,Comedy,Romance
2282,26,638,158,0,126,385,Kim Dickens,469,13005485,Frances Fisher,House of Sand and Fog ,56665,English,USA,R,15000000,2003,624,7.6,1.85,0,Drama,
51609,608,49000,96,0,128,1000,Josh Charles,491,95860116,Robin Williams,Dead Poets Society ,277451,English,USA,PG,16400000,1989,1000,8,1.85,23000,Comedy,Drama
2985,137,879,84,2,113,481,Mike Starr,438,127175354,Lauren Holly,Dumb & Dumber ,288451,English,USA,PG-13,16000000,1994,854,7.3,1.85,0,Comedy,
485,0,227,114,0,89,62,Gretchen Palmer,273,92823600,Bruno Kirby,When Harry Met Sally... ,149108,English,USA,R,16000000,1989,73,7.6,1.85,0,Comedy,Drama
2330,0,844,79,0,129,359,James Mason,154,54000000,Charlotte Rampling,The Verdict ,26310,English,USA,R,16000000,1982,617,7.8,1.85,0,Drama,
3889,480,1000,103,5,94,486,Rachel Blanchard,302,68525609,Ethan Suplee,Road Trip ,132963,English,USA,R,15600000,2000,490,6.5,1.85,0,Comedy,
23369,48,23000,67,0,106,35,Ron Lester,267,52885587,Paul Walker,Varsity Blues ,35312,English,USA,R,16000000,1999,255,6.4,1.85,0,Comedy,Drama
4606,405,996,576,0,100,628,Ed Lauter,583,44667095,Bérénice Bejo,The Artist ,190030,English,France,PG-13,15000000,2011,897,8,1.33,30000,Comedy,Drama
12183,687,10000,178,1,89,389,Atticus Shaffer,230,42638165,Gary Oldman,The Unborn ,42182,English,USA,PG-13,16000000,2009,787,4.8,2.35,0,Drama,Fantasy
27911,0,13000,487,2,94,559,Bill Murray,377,45507053,Bruce Willis,Moonrise Kingdom ,237848,English,USA,PG-13,16000000,2012,13000,7.8,1.85,71000,Adventure,Comedy
26402,473,20000,196,0,83,597,Jordana Brewster,366,39511038,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,56269,English,USA,R,16000000,2006,4000,5.9,1.85,0,Horror,
824,19,241,24,0,111,107,Vincent Walsh,30,6462576,Clive Russell,The Young Messiah ,1449,English,USA,PG-13,18500000,2016,118,5.4,2.35,0,Drama,
3058,11,911,56,2,80,499,Kenan Thompson,307,40363530,Jennifer Esposito,The Master of Disguise ,18254,English,USA,PG,16000000,2002,521,3.3,1.85,1000,Comedy,Family
1322,0,634,406,0,112,250,Maribel Verdú,1083,37623143,Ivana Baquero,Pan's Labyrinth ,467234,Spanish,Spain,R,13500000,2006,269,8.2,1.85,27000,Drama,Fantasy
4561,,1000,3,0,60,762,Jessika Van,57,,Joel Courtney,The Messengers             ,7210,English,USA,,,,921,6.6,16,0,Drama,Fantasy
4194,14,1000,51,0,94,635,Angus T. Jones,53,33357476,Leslie Bibb,See Spot Run ,7392,English,USA,PG,35000000,2001,1000,5.4,1.85,393,Action,Comedy
3107,309,939,41,2,130,522,Snoop Dogg,81,28734552,Mo'Nique,Baby Boy ,9566,English,USA,R,16000000,2001,881,6.4,1.85,1000,Crime,Drama
5349,26,3000,138,1,91,638,Danneel Ackles,115,37300107,Leighton Meester,The Roommate ,29147,English,USA,PG-13,16000000,2011,1000,4.8,2.35,0,Drama,Horror
2543,29,861,78,0,91,459,Erik Per Sullivan,205,27087695,Brittany Daniel,Joe Dirt ,41664,English,USA,PG-13,17700000,2001,593,5.9,1.85,0,Adventure,Comedy
874,23,633,40,2,110,51,Alonna Shaw,72,30102717,Bolo Yeung,Double Impact ,28736,English,USA,R,15000000,1991,67,5.5,1.85,0,Action,Crime
485,1000,175,285,1,121,108,Joe Cornish,687,23618786,Bill Bailey,Hot Fuzz ,352695,English,UK,R,8000000,2007,115,7.9,2.35,17000,Action,Comedy
3485,15,851,124,4,114,650,Debi Mazar,125,26896744,Jada Pinkett Smith,The Women ,16582,English,USA,PG-13,16500000,2008,680,4.9,1.85,0,Comedy,Drama
19894,11000,19000,275,0,96,252,Kevin Dunn,365,23213577,Scarlett Johansson,Vicky Cristina Barcelona ,198111,English,Spain,PG-13,15500000,2008,581,7.2,1.85,14000,Drama,Romance
2762,5,908,34,1,270,292,Michael Nyqvist,54,,Gustaf Skarsgård,Arn: The Knight Templar ,18041,Swedish,Sweden,,25000000,2007,690,6.6,2.35,0,Action,Adventure
18786,24,15000,81,9,100,851,Jay Hernandez,46,55461307,Mila Kunis,Bad Moms ,4654,English,USA,R,20000000,2016,1000,6.7,,18000,Comedy,
3451,7,3000,67,3,94,95,Amanda Detmer,134,20627372,Alyson Hannigan,Boys and Girls ,13661,English,USA,PG-13,16000000,2000,240,5.3,1.85,487,Comedy,Drama
2572,7,835,103,0,109,450,Cole Hauser,171,16346122,Patrick Fugit,White Oleander ,25549,English,USA,PG-13,16000000,2002,787,7.2,1.85,0,Drama,
